transaction_id,transaction_date,timestamp,amount,currency,payment_method,is_credit,merchant,clean_description,category,hour_of_day,day_of_week,is_weekend,is_night,is_amount_anomaly,is_frequency_anomaly,is_merchant_anomaly
TXN_202406_000078,2024-06-26,2024-06-26 04:02:15,269.83,EUR,TRANSFER,False,electric bill,limerick electric bill es,Bills,4,2,False,True,False,False,False
TXN_202406_000079,2024-06-22,2024-06-22 13:04:41,71.24,EUR,ONLINE,False,mri scan,ie mri scan app,Healthcare,13,5,True,False,False,False,True
TXN_202406_000080,2024-06-30,2024-06-30 08:38:48,8.02,EUR,CARD,False,global clinic plc,order madrid globalclinicplc de,Food,8,6,True,False,False,False,True
TXN_202406_000081,2024-06-23,2024-06-23 10:58:22,16.18,EUR,CONTACTLESS,False,food truck,food truck dublin,Food,10,6,True,False,True,True,False
TXN_202406_000082,2024-06-04,2024-06-04 05:12:28,24.34,EUR,TRANSFER,False,etsy,etsy settlement complete settlement,Shopping,5,1,False,True,False,False,False
TXN_202406_000083,2024-06-24,2024-06-24 20:48:34,23.75,EUR,CONTACTLESS,False,costa coffee,costa coffee galway ie,Food,20,0,False,False,False,False,False
TXN_202406_000084,2024-06-06,2024-06-06 11:19:10,601.88,EUR,TRANSFER,False,card verification,verification order berlin berlin,Other,11,3,False,False,False,False,False
TXN_202406_000085,2024-06-02,2024-06-02 09:27:16,49.48,EUR,ONLINE,False,disney plus,dublin disney plus,Entertainment,9,6,True,False,False,False,True
TXN_202406_000086,2024-06-23,2024-06-23 19:52:29,72.44,EUR,CARD,False,charging station,pur charging station order,Transport,19,6,True,False,False,False,True
TXN_202406_000087,2024-06-15,2024-06-15 23:04:00,41.42,EUR,TRANSFER,True,grocery deli,standing order grocery deli berlin settlement,Food,23,5,True,False,False,False,False
TXN_202406_000088,2024-06-15,2024-06-15 20:12:37,266.88,EUR,TRANSFER,False,subscription bill,dd app bill order,Bills,20,5,True,False,False,False,False
TXN_202406_000089,2024-06-27,2024-06-27 16:03:58,15.16,EUR,ONLINE,False,dermatology,transfer dermatology,Healthcare,16,3,False,False,False,False,False
TXN_202406_000090,2024-06-03,2024-06-03 20:41:51,13.66,EUR,CARD,False,interest charge,commission pur irl interest charge interest charge,Other,20,0,False,False,False,False,True
TXN_202406_000091,2024-06-13,2024-06-13 10:00:36,24.56,EUR,TRANSFER,False,parking meter,booking standing order txn parking meter,Transport,10,3,False,False,False,False,False
TXN_202406_000092,2024-06-08,2024-06-08 18:27:42,414.0,EUR,TRANSFER,True,tk maxx,tk maxx nl complete,Shopping,18,5,True,False,False,False,False
TXN_202406_000093,2024-06-05,2024-06-05 10:55:52,636.65,EUR,TRANSFER,False,govt service,dd govt service booking,Other,10,2,False,False,False,False,True
TXN_202406_000094,2024-06-17,2024-06-17 04:52:52,23.18,EUR,ONLINE,False,subscription bill,kiosk bill,Bills,4,0,False,True,False,False,False
TXN_202406_000095,2024-06-09,2024-06-09 06:52:49,3.8,EUR,TRANSFER,False,bowling alley,bowling alley delivery london mobile txn,Entertainment,6,6,True,False,False,False,True
TXN_202406_000096,2024-06-21,2024-06-21 01:36:34,35.69,EUR,CONTACTLESS,False,west diner eu,commission transfer london westdinereu,Transport,1,4,False,True,False,False,True
TXN_202406_000097,2024-06-17,2024-06-17 00:31:20,78.81,EUR,TRANSFER,False,lyft,madrid transfer ie trip lyft,Transport,0,0,False,True,False,False,True
TXN_202406_000098,2024-06-22,2024-06-22 02:20:37,558.76,EUR,ONLINE,False,course payment,booking coursepayment madrid direct web,Other,2,5,True,True,False,False,True
TXN_202406_000099,2024-06-15,2024-06-15 10:06:59,13.87,EUR,CONTACTLESS,False,dominos,dominos trip,Food,10,5,True,False,False,False,True
TXN_202406_000100,2024-06-26,2024-06-26 21:54:15,311.54,EUR,CARD,False,new market ltd,new market ltd topup,Shopping,21,2,False,False,False,False,False
TXN_202406_000101,2024-06-18,2024-06-18 21:10:56,272.4,EUR,CONTACTLESS,False,south cafe co,south cafe co ie,Shopping,21,1,False,False,False,False,True
TXN_202406_000102,2024-06-30,2024-06-30 03:06:10,18.47,EUR,CARD,False,vision care,vision care london,Healthcare,3,6,True,True,False,False,False
TXN_202406_000103,2024-06-27,2024-06-27 07:47:58,474.95,EUR,CONTACTLESS,False,penneys,penneys paris nl,Shopping,7,3,False,False,False,False,False
TXN_202406_000104,2024-06-19,2024-06-19 08:32:36,41.74,EUR,CARD,False,post office,post office app dublin pur merchant de delivery,Other,8,2,False,False,False,False,True
TXN_202406_000105,2024-06-06,2024-06-06 04:34:59,28.06,EUR,CARD,False,netflix,netflix london merchant,Entertainment,4,3,False,True,False,False,True
TXN_202406_000106,2024-06-04,2024-06-04 04:47:45,3.92,EUR,CARD,False,costa coffee,costacoffee uk dd irl delivery,Food,4,1,False,True,False,False,False
TXN_202406_000107,2024-06-30,2024-06-30 12:37:13,229.89,EUR,ONLINE,False,govt service,govt service in store ie,Other,12,6,True,False,False,False,False
TXN_202406_000108,2024-06-12,2024-06-12 10:00:06,97.16,EUR,TRANSFER,False,health store,health store,Healthcare,10,2,False,False,False,False,True
TXN_202406_000109,2024-06-12,2024-06-12 05:24:51,328.59,EUR,CARD,False,physio center,physio center direct bguaxn order,Healthcare,5,2,False,True,False,False,True
TXN_202406_000110,2024-06-27,2024-06-27 21:32:15,241.68,EUR,TRANSFER,False,eir,eir berlin topup ie app,Bills,21,3,False,False,False,False,False
TXN_202406_000111,2024-06-10,2024-06-10 08:51:15,111.94,EUR,TRANSFER,False,bike share,irl order settlement dd bike share,Transport,8,0,False,False,False,False,True
TXN_202406_000112,2024-06-24,2024-06-24 00:12:25,65.42,EUR,CONTACTLESS,False,leap topup,standing order leap topup order paris dublin,Transport,0,0,False,True,False,False,True
TXN_202406_000113,2024-06-18,2024-06-18 16:47:00,17.37,EUR,TRANSFER,False,coffee roasters,coffee roasters,Food,16,1,False,False,False,True,True
TXN_202406_000114,2024-06-07,2024-06-07 12:23:39,311.2,EUR,CARD,False,gas networks,gas networks ie,Bills,12,4,False,False,False,False,True
TXN_202406_000115,2024-06-20,2024-06-20 06:11:56,101.1,EUR,ONLINE,False,dart,madrid dart,Transport,6,3,False,False,False,False,True
TXN_202406_000116,2024-06-20,2024-06-20 12:58:56,62.81,EUR,CONTACTLESS,True,amzn mktplace,amzn mktplace amzn mktplace order uk amzn mktplace paris mobile,Shopping,12,3,False,False,False,True,True
TXN_202406_000117,2024-06-11,2024-06-11 01:09:55,35.36,EUR,ONLINE,False,foreign exchange,foreign,Other,1,1,False,True,False,False,True
TXN_202406_000118,2024-06-20,2024-06-20 10:54:47,76.47,EUR,ONLINE,False,esso,esso bill,Transport,10,3,False,False,False,False,True
TXN_202406_000119,2024-06-13,2024-06-13 14:37:25,661.35,EUR,CONTACTLESS,False,course payment,course kiosk so london uk,Other,14,3,False,False,False,False,False
TXN_202406_000120,2024-06-08,2024-06-08 04:41:56,96.42,EUR,CONTACTLESS,True,free now,commission merchant free now delivery standing order,Transport,4,5,True,True,False,False,True
TXN_202406_000121,2024-06-11,2024-06-11 07:42:57,32.8,EUR,CONTACTLESS,False,sandwich co,sandwich co web,Food,7,1,False,False,False,False,False
TXN_202406_000122,2024-06-17,2024-06-17 03:09:48,14.3,EUR,CONTACTLESS,False,dart,web dart limerick irl,Transport,3,0,False,True,False,False,False
TXN_202406_000123,2024-06-03,2024-06-03 15:10:27,4.04,EUR,TRANSFER,False,esso,us esso delivery dd,Transport,15,0,False,False,False,False,False
TXN_202406_000124,2024-06-30,2024-06-30 12:50:38,290.39,EUR,TRANSFER,False,pharmacy plus,pharmacy plus order london merchant merchant,Healthcare,12,6,True,False,False,False,True
TXN_202406_000125,2024-06-10,2024-06-10 19:24:24,328.09,EUR,TRANSFER,False,mobile bill,mobile bill london settlement merchant,Bills,19,0,False,False,False,False,False
TXN_202406_000126,2024-06-05,2024-06-05 03:32:37,213.83,EUR,CARD,True,rent payment,rent topup,Bills,3,2,False,True,False,False,False
TXN_202406_000127,2024-06-17,2024-06-17 12:30:45,68.29,EUR,ONLINE,False,dunnes stores,dunnes stores cork merchant,Shopping,12,0,False,False,False,False,True
TXN_202406_000128,2024-06-18,2024-06-18 20:14:37,30.17,EUR,CONTACTLESS,False,bp fuel,bp fuel settlement,Transport,20,1,False,False,False,False,True
TXN_202406_000129,2024-06-06,2024-06-06 11:29:54,348.14,EUR,CARD,False,north outlet ltd,north outlet ltd de,Shopping,11,3,False,False,False,False,True
TXN_202406_000130,2024-06-05,2024-06-05 13:04:24,111.09,EUR,CARD,False,esso,standing order esso,Transport,13,2,False,False,False,False,False
TXN_202406_000131,2024-06-22,2024-06-22 19:06:56,348.91,EUR,CARD,False,three,three,Bills,19,5,True,False,False,False,True
TXN_202406_000132,2024-06-22,2024-06-22 19:13:19,26.38,EUR,CARD,False,uber,paris uber,Transport,19,5,True,False,False,True,True
TXN_202406_000133,2024-06-08,2024-06-08 13:42:51,707.91,EUR,ONLINE,False,paypal,direct paypal order galway uk complete,Other,13,5,True,False,False,False,False
TXN_202406_000134,2024-06-18,2024-06-18 08:04:39,121.52,EUR,CARD,False,card verification,dd verification vgipaxnq irl,Other,8,1,False,False,False,False,False
TXN_202406_000135,2024-06-03,2024-06-03 13:13:57,142.49,EUR,CARD,False,wise transfer,wise transfer galway es,Other,13,0,False,False,False,False,True
TXN_202406_000136,2024-06-06,2024-06-06 04:40:44,29.15,EUR,CARD,False,shell fuel,shell fuel bill paris,Transport,4,3,False,True,False,False,False
TXN_202406_000137,2024-06-11,2024-06-11 04:00:56,273.42,EUR,ONLINE,False,internet provider,txn internetprovider transfer,Bills,4,1,False,True,False,False,False
TXN_202406_000138,2024-06-03,2024-06-03 09:39:07,71.72,EUR,ONLINE,False,m toll,toll dublin,Transport,9,0,False,False,False,False,False
TXN_202406_000139,2024-06-27,2024-06-27 10:03:09,95.49,EUR,CONTACTLESS,False,transit topup,transit topup galway so dublin ihjqcy,Transport,10,3,False,False,False,False,False
TXN_202406_000140,2024-06-21,2024-06-21 06:28:36,398.24,EUR,CARD,False,ebay,ebay standing order,Shopping,6,4,False,False,False,False,True
TXN_202406_000141,2024-06-25,2024-06-25 21:44:37,31.21,EUR,TRANSFER,False,ncp parking,in store transfer ncp parking cork merchant ie,Transport,21,1,False,False,False,False,True
TXN_202406_000142,2024-06-11,2024-06-11 22:48:47,206.0,EUR,TRANSFER,True,amazon,amazon kiosk paris merchant complete delivery,Shopping,22,1,False,False,False,False,True
TXN_202406_000143,2024-06-27,2024-06-27 14:34:42,218.84,EUR,CARD,False,adidas,de adidas irl delivery irl dublin so,Shopping,14,3,False,False,False,False,True
TXN_202406_000144,2024-06-25,2024-06-25 04:19:28,89.84,EUR,TRANSFER,False,train ticket,kiosk train ticket delivery limerick es train ticket,Transport,4,1,False,True,False,False,True
TXN_202406_000145,2024-06-30,2024-06-30 10:48:37,482.92,EUR,ONLINE,False,bookshop,bookshop bill irl pur,Shopping,10,6,True,False,False,False,True
TXN_202406_000146,2024-06-25,2024-06-25 13:05:23,360.84,EUR,TRANSFER,False,charity donation,web charity donation bill uk complete,Other,13,1,False,False,False,False,False
TXN_202406_000147,2024-06-28,2024-06-28 13:01:11,66.89,EUR,CARD,False,gp consult,gp consult topup nl settlement,Healthcare,13,4,False,False,False,False,True
TXN_202406_000148,2024-06-16,2024-06-16 03:36:10,82.43,EUR,TRANSFER,True,pret a manger,uk pret manger order,Food,3,6,True,True,False,False,True
TXN_202406_000149,2024-06-11,2024-06-11 07:17:34,18.05,EUR,CONTACTLESS,False,nandos,dd nando's galway,Food,7,1,False,False,False,False,True
TXN_202406_000150,2024-06-21,2024-06-21 05:50:40,452.0,EUR,CARD,False,course payment,web course order settlement,Other,5,4,False,True,False,False,False
TXN_202406_000151,2024-06-25,2024-06-25 11:10:22,90.17,EUR,ONLINE,False,the home store,limerick de booking the home store dublin,Shopping,11,1,False,False,False,False,False
TXN_202406_000152,2024-06-24,2024-06-24 04:05:20,66.41,EUR,TRANSFER,False,new outlet services,new outlet services cork,Entertainment,4,0,False,True,False,False,True
TXN_202406_000153,2024-06-25,2024-06-25 12:43:33,107.49,EUR,CARD,False,luas,luas limerick,Transport,12,1,False,False,False,False,True
TXN_202406_000154,2024-06-28,2024-06-28 05:30:13,100.88,EUR,CONTACTLESS,True,train ticket,direct train ticket ie,Transport,5,4,False,True,False,False,False
TXN_202406_000155,2024-06-25,2024-06-25 02:57:23,53.22,EUR,ONLINE,False,pizza hut,bill galway pizza hut,Food,2,1,False,True,False,False,False
TXN_202406_000156,2024-06-23,2024-06-23 07:55:21,7.91,EUR,CARD,False,taco bell,transfer taco bell topup dublin,Food,7,6,True,False,False,False,True
TXN_202406_000157,2024-06-09,2024-06-09 10:52:53,17.95,EUR,CARD,True,east electrics eu,east electrics eu web east electrics eu es madrid,Entertainment,10,6,True,False,False,False,True
TXN_202406_000158,2024-06-25,2024-06-25 17:23:47,335.0,EUR,TRANSFER,False,atm withdrawal,atm withdrawal merchant,Other,17,1,False,False,False,False,True
TXN_202406_000159,2024-06-19,2024-06-19 04:08:53,230.29,EUR,TRANSFER,False,north market services,so north market services galway settlement,Bills,4,2,False,True,False,True,True
TXN_202406_000160,2024-06-15,2024-06-15 04:33:32,761.18,EUR,ONLINE,True,university fees,so university fees,Other,4,5,True,True,False,False,True
TXN_202406_000161,2024-06-02,2024-06-02 08:11:38,12.03,EUR,CARD,False,burger king,in store merchant dublin burger king,Food,8,6,True,False,False,False,True
TXN_202406_000162,2024-06-10,2024-06-10 08:54:28,1.07,EUR,CARD,False,cash withdrawal,booking mobile cash withdrawal,Other,8,0,False,False,False,False,True
TXN_202406_000163,2024-06-26,2024-06-26 12:24:06,449.14,EUR,CONTACTLESS,False,south clinic co,web south clinic co topup london,Other,12,2,False,False,False,False,True
TXN_202406_000164,2024-06-22,2024-06-22 10:16:51,472.84,EUR,ONLINE,False,fintech topup,mobile fintech topup,Other,10,5,True,False,False,False,True
TXN_202406_000165,2024-06-21,2024-06-21 04:02:08,18.33,EUR,CARD,False,card verification,irl madrid cardverification standing order,Other,4,4,False,True,False,False,False
TXN_202406_000166,2024-06-29,2024-06-29 05:08:58,777.76,EUR,TRANSFER,False,chargeback,chargeback order,Other,5,5,True,True,False,False,False
TXN_202406_000167,2024-06-02,2024-06-02 05:02:51,193.79,EUR,CARD,False,vodafone,kiosk vodafone settlement,Bills,5,6,True,True,False,False,False
TXN_202406_000168,2024-06-24,2024-06-24 20:23:46,50.95,EUR,TRANSFER,False,live nation,live nation order madrid irl,Entertainment,20,0,False,False,False,False,False
TXN_202406_000169,2024-06-18,2024-06-18 16:41:24,183.65,EUR,TRANSFER,True,electric ireland,electric ireland bill london merchant,Bills,16,1,False,False,False,False,False
TXN_202406_000170,2024-06-25,2024-06-25 23:13:45,447.81,EUR,CONTACTLESS,False,east store co,delivery east store co nl ie limerick,Other,23,1,False,False,False,False,True
TXN_202406_000171,2024-06-20,2024-06-20 20:21:22,52.23,EUR,TRANSFER,False,youtube premium,mobile youtube premium bill,Entertainment,20,3,False,False,False,False,True
TXN_202406_000172,2024-06-09,2024-06-09 10:53:55,123.31,EUR,TRANSFER,False,broadband bill,broadband bill complete fr london,Bills,10,6,True,False,False,False,True
